,Sym,Amount (000)
2020-09-01,AAPL,944295.6
2020-09-01,BAC,1010100.6
2020-09-01,KO,400000.0
2020-09-01,AXP,151610.7
2020-09-01,KHC,325634.8
2020-09-01,MCO,24669.8
2020-09-01,USB,131961.9
2020-09-01,CHTR,5213.5
2020-09-01,DVA,36095.6
2020-09-01,WFC,127380.5
2020-09-01,VRSN,12815.6
2020-09-01,BK,72357.5
2020-09-01,GM,80000.0
2020-09-01,V,9987.5
2020-09-01,ABBV,21264.3
2020-09-01,MRK,23478.4
2020-09-01,BMY,29971.2
2020-09-01,AMZN,10666.0
2020-09-01,MA,4564.8
2020-09-01,SNOW,6125.4
2020-09-01,KR,24978.4
2020-09-01,STNE,14166.7
2020-09-01,STOR,24415.2
2020-09-01,RH,1708.3
2020-09-01,SYF,20128.0
2020-09-01,AXTA,23420.0
2020-09-01,GL,6353.7
2020-09-01,TEVA,42789.2
2020-09-01,LBTYA,18010.0
2020-09-01,TMUS,2413.2
2020-09-01,MTB,2919.6
2020-09-01,SIRI,50000.0
2020-09-01,PNC,1919.8
2020-09-01,BIIB,643.0
2020-09-01,LBTYK,7345.2
2020-09-01,PFE,3912.2
2020-09-01,JPM,967.3
2020-09-01,JNJ,327.1
2020-09-01,PG,315.4
2020-09-01,MDLZ,578.0
2020-09-01,LILA,2630.8
2020-09-01,LILAK,1430.2
2020-09-01,UPS,59.4
2020-09-01,VZ,58347.8
2020-09-01,CVX,44272.8
2020-09-01,MMC,3366.5
2020-09-01,IBM,0.0
2020-09-01,WMT,0.0
2020-09-01,XOM,0.0
2020-09-01,GS,0.0
2020-09-01,GHC,0.0
2020-09-01,COP,0.0
2020-09-01,PSX,0.0
2020-09-01,NOV,0.0
2020-09-01,COST,0.0
2020-09-01,DE,0.0
2020-09-01,GE,0.0
2020-09-01,SNY,0.0
2020-09-01,VRSK,0.0
2020-09-01,MEG,0.0
2020-09-01,LEE,0.0
2020-09-01,LBRDA,0.0
2020-09-01,QSR,0.0
2020-09-01,FWONK,0.0
2020-09-01,DNOW,0.0
2020-09-01,KMI,0.0
2020-09-01,LUV,0.0
2020-09-01,DAL,0.0
2020-09-01,AAL,0.0
2020-09-01,UAL,0.0
2020-09-01,TRV,0.0
2020-09-01,OXY,0.0
2020-09-01,AON,0.0
2020-09-01,ATVI,0.0
2020-09-01,HPQ,0.0
2020-09-01,C,0.0
2020-09-01,PARA,0.0
2020-09-01,CE,0.0
2020-09-01,MCK,0.0
2020-09-01,MKL,0.0
2020-09-01,ALLY,0.0
2020-09-01,FND,0.0
2020-09-01,RPRX,0.0
2020-09-01,FWONA,0.0
2020-09-01,OGN,0.0
2020-09-01,T,0.0
2020-09-01,ORCL,0.0
2020-09-01,TSM,0.0
2020-09-01,LPX,0.0
2020-09-01,JEF,0.0
2020-12-01,AAPL,887135.5
2020-12-01,BAC,1010100.6
2020-12-01,KO,400000.0
2020-12-01,AXP,151610.7
2020-12-01,KHC,325634.8
2020-12-01,VZ,146716.5
2020-12-01,MCO,24669.8
2020-12-01,USB,131138.0
2020-12-01,DVA,36095.6
2020-12-01,CVX,48499.0
2020-12-01,CHTR,5213.5
2020-12-01,BK,72357.4
2020-12-01,GM,72500.0
2020-12-01,VRSN,12815.6
2020-12-01,ABBV,25533.1
2020-12-01,MRK,30074.9
2020-12-01,V,9987.5
2020-12-01,BMY,33336.0
2020-12-01,AMZN,10666.0
2020-12-01,SNOW,6125.4
2020-12-01,MA,4564.8
2020-12-01,WFC,52423.9
2020-12-01,STNE,14166.7
2020-12-01,KR,33534.0
2020-12-01,STOR,24415.2
2020-12-01,RH,1732.5
2020-12-01,TMUS,5242.0
2020-12-01,SYF,20128.0
2020-12-01,AXTA,23420.0
2020-12-01,GL,6353.7
2020-12-01,MMC,4267.8
2020-12-01,LBTYA,18010.0
2020-12-01,TEVA,42789.2
2020-12-01,SIRI,50000.0
2020-12-01,LBTYK,7347.0
2020-12-01,BIIB,643.0
2020-12-01,JNJ,327.1
2020-12-01,PG,315.4
2020-12-01,MDLZ,578.0
2020-12-01,LILA,2630.7
2020-12-01,LILAK,1284.0
2020-12-01,UPS,59.4
2020-12-01,IBM,0.0
2020-12-01,WMT,0.0
2020-12-01,XOM,0.0
2020-12-01,GS,0.0
2020-12-01,GHC,0.0
2020-12-01,COP,0.0
2020-12-01,PSX,0.0
2020-12-01,NOV,0.0
2020-12-01,MTB,0.0
2020-12-01,COST,0.0
2020-12-01,DE,0.0
2020-12-01,GE,0.0
2020-12-01,SNY,0.0
2020-12-01,VRSK,0.0
2020-12-01,MEG,0.0
2020-12-01,LEE,0.0
2020-12-01,LBRDA,0.0
2020-12-01,QSR,0.0
2020-12-01,FWONK,0.0
2020-12-01,DNOW,0.0
2020-12-01,KMI,0.0
2020-12-01,LUV,0.0
2020-12-01,DAL,0.0
2020-12-01,AAL,0.0
2020-12-01,UAL,0.0
2020-12-01,JPM,0.0
2020-12-01,PNC,0.0
2020-12-01,TRV,0.0
2020-12-01,OXY,0.0
2020-12-01,AON,0.0
2020-12-01,ATVI,0.0
2020-12-01,HPQ,0.0
2020-12-01,C,0.0
2020-12-01,PARA,0.0
2020-12-01,CE,0.0
2020-12-01,MCK,0.0
2020-12-01,MKL,0.0
2020-12-01,ALLY,0.0
2020-12-01,FND,0.0
2020-12-01,RPRX,0.0
2020-12-01,FWONA,0.0
2020-12-01,OGN,0.0
2020-12-01,T,0.0
2020-12-01,ORCL,0.0
2020-12-01,PFE,0.0
2020-12-01,TSM,0.0
2020-12-01,LPX,0.0
2020-12-01,JEF,0.0
2021-03-01,AAPL,887135.6
2021-03-01,BAC,1010100.7
2021-03-01,AXP,151610.7
2021-03-01,KO,400000.0
2021-03-01,KHC,325634.8
2021-03-01,VZ,158824.6
2021-03-01,MCO,24669.8
2021-03-01,USB,129687.1
2021-03-01,DVA,36095.6
2021-03-01,GM,67000.0
2021-03-01,BK,72357.5
2021-03-01,CHTR,5213.5
2021-03-01,VRSN,12815.6
2021-03-01,CVX,23672.3
2021-03-01,ABBV,22868.2
2021-03-01,V,9987.5
2021-03-01,BMY,31032.2
2021-03-01,KR,51060.3
2021-03-01,AMZN,10666.0
2021-03-01,MA,4564.8
2021-03-01,SNOW,6125.4
2021-03-01,MRK,18740.7
2021-03-01,RH,1756.4
2021-03-01,AON,4096.1
2021-03-01,STOR,24415.2
2021-03-01,TMUS,5242.0
2021-03-01,STNE,10695.4
2021-03-01,MMC,5287.5
2021-03-01,GL,6353.7
2021-03-01,TEVA,42789.3
2021-03-01,AXTA,13887.1
2021-03-01,SIRI,43658.8
2021-03-01,LBTYK,7347.0
2021-03-01,BIIB,643.0
2021-03-01,LBTYA,3359.8
2021-03-01,JNJ,327.1
2021-03-01,PG,315.4
2021-03-01,MDLZ,578.0
2021-03-01,LILA,2630.8
2021-03-01,WFC,675.0
2021-03-01,LILAK,1284.1
2021-03-01,UPS,59.4
2021-03-01,IBM,0.0
2021-03-01,WMT,0.0
2021-03-01,XOM,0.0
2021-03-01,GS,0.0
2021-03-01,GHC,0.0
2021-03-01,COP,0.0
2021-03-01,PSX,0.0
2021-03-01,NOV,0.0
2021-03-01,MTB,0.0
2021-03-01,COST,0.0
2021-03-01,DE,0.0
2021-03-01,GE,0.0
2021-03-01,SNY,0.0
2021-03-01,VRSK,0.0
2021-03-01,MEG,0.0
2021-03-01,LEE,0.0
2021-03-01,LBRDA,0.0
2021-03-01,QSR,0.0
2021-03-01,FWONK,0.0
2021-03-01,DNOW,0.0
2021-03-01,KMI,0.0
2021-03-01,LUV,0.0
2021-03-01,DAL,0.0
2021-03-01,AAL,0.0
2021-03-01,UAL,0.0
2021-03-01,SYF,0.0
2021-03-01,JPM,0.0
2021-03-01,PNC,0.0
2021-03-01,TRV,0.0
2021-03-01,OXY,0.0
2021-03-01,ATVI,0.0
2021-03-01,HPQ,0.0
2021-03-01,C,0.0
2021-03-01,PARA,0.0
2021-03-01,CE,0.0
2021-03-01,MCK,0.0
2021-03-01,MKL,0.0
2021-03-01,ALLY,0.0
2021-03-01,FND,0.0
2021-03-01,RPRX,0.0
2021-03-01,FWONA,0.0
2021-03-01,OGN,0.0
2021-03-01,T,0.0
2021-03-01,ORCL,0.0
2021-03-01,PFE,0.0
2021-03-01,TSM,0.0
2021-03-01,LPX,0.0
2021-03-01,JEF,0.0
2021-06-01,AAPL,887135.5
2021-06-01,BAC,1010100.6
2021-06-01,AXP,151610.7
2021-06-01,KO,400000.0
2021-06-01,KHC,325634.8
2021-06-01,MCO,24669.8
2021-06-01,VZ,158824.6
2021-06-01,USB,128888.9
2021-06-01,DVA,36095.6
2021-06-01,CHTR,5213.5
2021-06-01,BK,72357.4
2021-06-01,GM,60000.0
2021-06-01,VRSN,12815.6
2021-06-01,CVX,23123.9
2021-06-01,KR,61787.9
2021-06-01,V,9987.5
2021-06-01,ABBV,20527.9
2021-06-01,AMZN,10666.0
2021-06-01,BMY,26294.3
2021-06-01,MA,4564.8
2021-06-01,SNOW,6125.4
2021-06-01,RH,1792.0
2021-06-01,AON,4396.0
2021-06-01,STOR,24415.2
2021-06-01,TMUS,5242.0
2021-06-01,STNE,10695.5
2021-06-01,MRK,9157.2
2021-06-01,GL,6353.7
2021-06-01,MMC,4196.7
2021-06-01,TEVA,42789.4
2021-06-01,SIRI,43658.9
2021-06-01,JNJ,327.1
2021-06-01,LBTYK,1876.5
2021-06-01,OGN,1550.5
2021-06-01,PG,315.4
2021-06-01,LILA,2630.8
2021-06-01,MDLZ,578.0
2021-06-01,WFC,675.0
2021-06-01,LILAK,1284.0
2021-06-01,UPS,59.4
2021-06-01,IBM,0.0
2021-06-01,WMT,0.0
2021-06-01,XOM,0.0
2021-06-01,GS,0.0
2021-06-01,GHC,0.0
2021-06-01,COP,0.0
2021-06-01,PSX,0.0
2021-06-01,NOV,0.0
2021-06-01,MTB,0.0
2021-06-01,COST,0.0
2021-06-01,DE,0.0
2021-06-01,LBTYA,0.0
2021-06-01,GE,0.0
2021-06-01,SNY,0.0
2021-06-01,VRSK,0.0
2021-06-01,MEG,0.0
2021-06-01,LEE,0.0
2021-06-01,LBRDA,0.0
2021-06-01,QSR,0.0
2021-06-01,FWONK,0.0
2021-06-01,DNOW,0.0
2021-06-01,AXTA,0.0
2021-06-01,KMI,0.0
2021-06-01,LUV,0.0
2021-06-01,DAL,0.0
2021-06-01,AAL,0.0
2021-06-01,UAL,0.0
2021-06-01,SYF,0.0
2021-06-01,JPM,0.0
2021-06-01,PNC,0.0
2021-06-01,TRV,0.0
2021-06-01,OXY,0.0
2021-06-01,BIIB,0.0
2021-06-01,ATVI,0.0
2021-06-01,HPQ,0.0
2021-06-01,C,0.0
2021-06-01,PARA,0.0
2021-06-01,CE,0.0
2021-06-01,MCK,0.0
2021-06-01,MKL,0.0
2021-06-01,ALLY,0.0
2021-06-01,FND,0.0
2021-06-01,RPRX,0.0
2021-06-01,FWONA,0.0
2021-06-01,T,0.0
2021-06-01,ORCL,0.0
2021-06-01,PFE,0.0
2021-06-01,TSM,0.0
2021-06-01,LPX,0.0
2021-06-01,JEF,0.0
2021-09-01,AAPL,887135.6
2021-09-01,BAC,1010100.6
2021-09-01,AXP,151610.7
2021-09-01,KO,400000.0
2021-09-01,KHC,325634.8
2021-09-01,MCO,24669.8
2021-09-01,VZ,158824.6
2021-09-01,USB,126417.9
2021-09-01,DVA,36095.6
2021-09-01,BK,72357.5
2021-09-01,GM,60000.0
2021-09-01,CHTR,4200.6
2021-09-01,CVX,28703.5
2021-09-01,VRSN,12815.6
2021-09-01,KR,61787.9
2021-09-01,V,9562.5
2021-09-01,SNOW,6125.4
2021-09-01,AMZN,10666.0
2021-09-01,ABBV,14398.5
2021-09-01,MA,4288.6
2021-09-01,BMY,22046.9
2021-09-01,AON,4396.0
2021-09-01,RH,1792.0
2021-09-01,STOR,24415.2
2021-09-01,TMUS,5242.0
2021-09-01,GL,6353.7
2021-09-01,RPRX,13145.9
2021-09-01,TEVA,42789.3
2021-09-01,MMC,2741.8
2021-09-01,STNE,10695.4
2021-09-01,SIRI,43658.9
2021-09-01,FND,816.9
2021-09-01,JNJ,327.1
2021-09-01,PG,315.4
2021-09-01,LILA,2630.7
2021-09-01,MDLZ,578.0
2021-09-01,WFC,675.0
2021-09-01,LILAK,1284.0
2021-09-01,UPS,59.4
2021-09-01,IBM,0.0
2021-09-01,WMT,0.0
2021-09-01,XOM,0.0
2021-09-01,GS,0.0
2021-09-01,GHC,0.0
2021-09-01,COP,0.0
2021-09-01,PSX,0.0
2021-09-01,NOV,0.0
2021-09-01,MTB,0.0
2021-09-01,COST,0.0
2021-09-01,DE,0.0
2021-09-01,LBTYA,0.0
2021-09-01,LBTYK,0.0
2021-09-01,GE,0.0
2021-09-01,SNY,0.0
2021-09-01,VRSK,0.0
2021-09-01,MEG,0.0
2021-09-01,LEE,0.0
2021-09-01,LBRDA,0.0
2021-09-01,QSR,0.0
2021-09-01,FWONK,0.0
2021-09-01,DNOW,0.0
2021-09-01,AXTA,0.0
2021-09-01,KMI,0.0
2021-09-01,LUV,0.0
2021-09-01,DAL,0.0
2021-09-01,AAL,0.0
2021-09-01,UAL,0.0
2021-09-01,SYF,0.0
2021-09-01,JPM,0.0
2021-09-01,PNC,0.0
2021-09-01,TRV,0.0
2021-09-01,OXY,0.0
2021-09-01,BIIB,0.0
2021-09-01,MRK,0.0
2021-09-01,ATVI,0.0
2021-09-01,HPQ,0.0
2021-09-01,C,0.0
2021-09-01,PARA,0.0
2021-09-01,CE,0.0
2021-09-01,MCK,0.0
2021-09-01,MKL,0.0
2021-09-01,ALLY,0.0
2021-09-01,FWONA,0.0
2021-09-01,OGN,0.0
2021-09-01,T,0.0
2021-09-01,ORCL,0.0
2021-09-01,PFE,0.0
2021-09-01,TSM,0.0
2021-09-01,LPX,0.0
2021-09-01,JEF,0.0
2021-12-01,AAPL,887135.5
2021-12-01,BAC,1010100.6
2021-12-01,AXP,151610.7
2021-12-01,KO,400000.0
2021-12-01,KHC,325634.8
2021-12-01,MCO,24669.8
2021-12-01,VZ,158824.6
2021-12-01,USB,126417.9
2021-12-01,CVX,38245.0
2021-12-01,BK,72357.5
2021-12-01,DVA,36095.6
2021-12-01,GM,60000.0
2021-12-01,VRSN,12815.6
2021-12-01,KR,61412.9
2021-12-01,CHTR,3828.9
2021-12-01,SNOW,6125.4
2021-12-01,V,8297.5
2021-12-01,AMZN,10666.0
2021-12-01,MA,3986.6
2021-12-01,AON,4396.0
2021-12-01,ATVI,14658.1
2021-12-01,RH,1816.5
2021-12-01,STOR,24415.2
2021-12-01,TMUS,5242.0
2021-12-01,GL,6353.7
2021-12-01,ABBV,3033.6
2021-12-01,RPRX,8648.3
2021-12-01,BMY,5202.7
2021-12-01,STNE,10695.4
2021-12-01,FWONK,2118.7
2021-12-01,FND,843.7
2021-12-01,MMC,404.9
2021-12-01,JNJ,327.1
2021-12-01,PG,315.4
2021-12-01,MDLZ,578.0
2021-12-01,WFC,675.1
2021-12-01,LILA,2630.8
2021-12-01,LILAK,1284.0
2021-12-01,UPS,59.4
2021-12-01,IBM,0.0
2021-12-01,WMT,0.0
2021-12-01,XOM,0.0
2021-12-01,GS,0.0
2021-12-01,GHC,0.0
2021-12-01,COP,0.0
2021-12-01,PSX,0.0
2021-12-01,NOV,0.0
2021-12-01,MTB,0.0
2021-12-01,COST,0.0
2021-12-01,DE,0.0
2021-12-01,LBTYA,0.0
2021-12-01,LBTYK,0.0
2021-12-01,GE,0.0
2021-12-01,SNY,0.0
2021-12-01,VRSK,0.0
2021-12-01,MEG,0.0
2021-12-01,LEE,0.0
2021-12-01,LBRDA,0.0
2021-12-01,QSR,0.0
2021-12-01,DNOW,0.0
2021-12-01,AXTA,0.0
2021-12-01,KMI,0.0
2021-12-01,LUV,0.0
2021-12-01,DAL,0.0
2021-12-01,AAL,0.0
2021-12-01,UAL,0.0
2021-12-01,SIRI,0.0
2021-12-01,SYF,0.0
2021-12-01,TEVA,0.0
2021-12-01,JPM,0.0
2021-12-01,PNC,0.0
2021-12-01,TRV,0.0
2021-12-01,OXY,0.0
2021-12-01,BIIB,0.0
2021-12-01,MRK,0.0
2021-12-01,HPQ,0.0
2021-12-01,C,0.0
2021-12-01,PARA,0.0
2021-12-01,CE,0.0
2021-12-01,MCK,0.0
2021-12-01,MKL,0.0
2021-12-01,ALLY,0.0
2021-12-01,FWONA,0.0
2021-12-01,OGN,0.0
2021-12-01,T,0.0
2021-12-01,ORCL,0.0
2021-12-01,PFE,0.0
2021-12-01,TSM,0.0
2021-12-01,LPX,0.0
2021-12-01,JEF,0.0
2022-03-01,AAPL,890923.4
2022-03-01,BAC,1010100.6
2022-03-01,AXP,151610.7
2022-03-01,CVX,159178.1
2022-03-01,KO,400000.0
2022-03-01,KHC,325634.8
2022-03-01,MCO,24669.8
2022-03-01,OXY,136373.0
2022-03-01,USB,126417.9
2022-03-01,ATVI,64315.2
2022-03-01,DVA,36095.6
2022-03-01,HPQ,104476.0
2022-03-01,BK,72357.4
2022-03-01,KR,57985.3
2022-03-01,C,55155.8
2022-03-01,VRSN,12815.6
2022-03-01,GM,62045.9
2022-03-01,PARA,68947.8
2022-03-01,CHTR,3828.9
2022-03-01,V,8297.5
2022-03-01,AMZN,10666.0
2022-03-01,AON,4396.0
2022-03-01,MA,3986.6
2022-03-01,SNOW,6125.4
2022-03-01,CE,7881.0
2022-03-01,MCK,2922.0
2022-03-01,RH,2170.0
2022-03-01,TMUS,5242.0
2022-03-01,GL,6353.7
2022-03-01,MKL,420.3
2022-03-01,FWONK,7722.5
2022-03-01,STOR,14754.8
2022-03-01,ALLY,8969.4
2022-03-01,FND,4780.0
2022-03-01,STNE,10695.5
2022-03-01,VZ,1380.1
2022-03-01,MMC,404.9
2022-03-01,RPRX,1496.4
2022-03-01,JNJ,327.1
2022-03-01,PG,315.4
2022-03-01,MDLZ,578.0
2022-03-01,LILA,2630.7
2022-03-01,UPS,59.4
2022-03-01,LILAK,1284.0
2022-03-01,WFC,0.0
2022-03-01,IBM,0.0
2022-03-01,WMT,0.0
2022-03-01,XOM,0.0
2022-03-01,GS,0.0
2022-03-01,GHC,0.0
2022-03-01,COP,0.0
2022-03-01,PSX,0.0
2022-03-01,NOV,0.0
2022-03-01,MTB,0.0
2022-03-01,COST,0.0
2022-03-01,DE,0.0
2022-03-01,LBTYA,0.0
2022-03-01,LBTYK,0.0
2022-03-01,GE,0.0
2022-03-01,SNY,0.0
2022-03-01,VRSK,0.0
2022-03-01,MEG,0.0
2022-03-01,LEE,0.0
2022-03-01,LBRDA,0.0
2022-03-01,QSR,0.0
2022-03-01,DNOW,0.0
2022-03-01,AXTA,0.0
2022-03-01,KMI,0.0
2022-03-01,LUV,0.0
2022-03-01,DAL,0.0
2022-03-01,AAL,0.0
2022-03-01,UAL,0.0
2022-03-01,SIRI,0.0
2022-03-01,SYF,0.0
2022-03-01,TEVA,0.0
2022-03-01,JPM,0.0
2022-03-01,PNC,0.0
2022-03-01,TRV,0.0
2022-03-01,BIIB,0.0
2022-03-01,ABBV,0.0
2022-03-01,BMY,0.0
2022-03-01,MRK,0.0
2022-03-01,FWONA,0.0
2022-03-01,OGN,0.0
2022-03-01,T,0.0
2022-03-01,ORCL,0.0
2022-03-01,PFE,0.0
2022-03-01,TSM,0.0
2022-03-01,LPX,0.0
2022-03-01,JEF,0.0
2022-06-01,AAPL,894802.3
2022-06-01,BAC,1010100.6
2022-06-01,KO,400000.0
2022-06-01,CVX,161440.1
2022-06-01,AXP,151610.7
2022-06-01,KHC,325634.8
2022-06-01,OXY,158549.7
2022-06-01,MCO,24669.8
2022-06-01,USB,119805.1
2022-06-01,ATVI,68401.1
2022-06-01,HPQ,104476.1
2022-06-01,BK,72357.4
2022-06-01,DVA,36095.6
2022-06-01,C,55155.8
2022-06-01,KR,52437.3
2022-06-01,VRSN,12815.6
2022-06-01,PARA,78421.7
2022-06-01,CHTR,3828.9
2022-06-01,GM,52877.4
2022-06-01,V,8297.5
2022-06-01,MA,3986.6
2022-06-01,AON,4396.0
2022-06-01,AMZN,10666.0
2022-06-01,CE,9156.7
2022-06-01,MCK,3198.3
2022-06-01,ALLY,30000.0
2022-06-01,SNOW,6125.4
2022-06-01,TMUS,5242.0
2022-06-01,GL,6353.7
2022-06-01,MKL,467.6
2022-06-01,FWONK,7722.4
2022-06-01,RH,2170.0
2022-06-01,FND,4780.0
2022-06-01,STOR,6928.4
2022-06-01,STNE,10695.5
2022-06-01,MMC,404.9
2022-06-01,JNJ,327.1
2022-06-01,PG,315.4
2022-06-01,MDLZ,578.0
2022-06-01,LILA,2630.8
2022-06-01,UPS,59.4
2022-06-01,LILAK,1284.1
2022-06-01,WFC,0.0
2022-06-01,IBM,0.0
2022-06-01,WMT,0.0
2022-06-01,XOM,0.0
2022-06-01,GS,0.0
2022-06-01,GHC,0.0
2022-06-01,COP,0.0
2022-06-01,PSX,0.0
2022-06-01,NOV,0.0
2022-06-01,MTB,0.0
2022-06-01,VZ,0.0
2022-06-01,COST,0.0
2022-06-01,DE,0.0
2022-06-01,LBTYA,0.0
2022-06-01,LBTYK,0.0
2022-06-01,GE,0.0
2022-06-01,SNY,0.0
2022-06-01,VRSK,0.0
2022-06-01,MEG,0.0
2022-06-01,LEE,0.0
2022-06-01,LBRDA,0.0
2022-06-01,QSR,0.0
2022-06-01,DNOW,0.0
2022-06-01,AXTA,0.0
2022-06-01,KMI,0.0
2022-06-01,LUV,0.0
2022-06-01,DAL,0.0
2022-06-01,AAL,0.0
2022-06-01,UAL,0.0
2022-06-01,SIRI,0.0
2022-06-01,SYF,0.0
2022-06-01,TEVA,0.0
2022-06-01,JPM,0.0
2022-06-01,PNC,0.0
2022-06-01,TRV,0.0
2022-06-01,BIIB,0.0
2022-06-01,ABBV,0.0
2022-06-01,BMY,0.0
2022-06-01,MRK,0.0
2022-06-01,RPRX,0.0
2022-06-01,FWONA,0.0
2022-06-01,OGN,0.0
2022-06-01,T,0.0
2022-06-01,ORCL,0.0
2022-06-01,PFE,0.0
2022-06-01,TSM,0.0
2022-06-01,LPX,0.0
2022-06-01,JEF,0.0
2022-09-01,AAPL,894802.3
2022-09-01,BAC,1010100.6
2022-09-01,CVX,165359.3
2022-09-01,KO,400000.0
2022-09-01,AXP,151610.7
2022-09-01,OXY,194351.6
2022-09-01,KHC,325634.8
2022-09-01,MCO,24669.8
2022-09-01,ATVI,60141.9
2022-09-01,TSM,60060.9
2022-09-01,USB,77788.2
2022-09-01,DVA,36095.6
2022-09-01,HPQ,104476.0
2022-09-01,BK,62210.9
2022-09-01,C,55155.8
2022-09-01,VRSN,12815.6
2022-09-01,KR,50268.8
2022-09-01,PARA,91216.5
2022-09-01,GM,50000.0
2022-09-01,V,8297.5
2022-09-01,AMZN,10666.0
2022-09-01,AON,4396.0
2022-09-01,CHTR,3828.9
2022-09-01,MA,3986.6
2022-09-01,MCK,3198.3
2022-09-01,SNOW,6125.4
2022-09-01,CE,9710.2
2022-09-01,ALLY,30000.0
2022-09-01,TMUS,5242.0
2022-09-01,GL,6353.7
2022-09-01,RH,2360.0
2022-09-01,MKL,467.6
2022-09-01,FWONK,7722.5
2022-09-01,FND,4780.0
2022-09-01,LPX,5795.9
2022-09-01,STNE,10695.5
2022-09-01,MMC,404.9
2022-09-01,JNJ,327.1
2022-09-01,PG,315.4
2022-09-01,MDLZ,578.0
2022-09-01,LILA,2630.9
2022-09-01,JEF,453.5
2022-09-01,UPS,59.4
2022-09-01,LILAK,1284.1
2022-09-01,WFC,0.0
2022-09-01,IBM,0.0
2022-09-01,WMT,0.0
2022-09-01,XOM,0.0
2022-09-01,GS,0.0
2022-09-01,GHC,0.0
2022-09-01,COP,0.0
2022-09-01,PSX,0.0
2022-09-01,NOV,0.0
2022-09-01,MTB,0.0
2022-09-01,VZ,0.0
2022-09-01,COST,0.0
2022-09-01,DE,0.0
2022-09-01,LBTYA,0.0
2022-09-01,LBTYK,0.0
2022-09-01,GE,0.0
2022-09-01,SNY,0.0
2022-09-01,VRSK,0.0
2022-09-01,MEG,0.0
2022-09-01,LEE,0.0
2022-09-01,LBRDA,0.0
2022-09-01,QSR,0.0
2022-09-01,DNOW,0.0
2022-09-01,AXTA,0.0
2022-09-01,KMI,0.0
2022-09-01,LUV,0.0
2022-09-01,DAL,0.0
2022-09-01,AAL,0.0
2022-09-01,UAL,0.0
2022-09-01,SIRI,0.0
2022-09-01,SYF,0.0
2022-09-01,TEVA,0.0
2022-09-01,STOR,0.0
2022-09-01,JPM,0.0
2022-09-01,PNC,0.0
2022-09-01,TRV,0.0
2022-09-01,BIIB,0.0
2022-09-01,ABBV,0.0
2022-09-01,BMY,0.0
2022-09-01,MRK,0.0
2022-09-01,RPRX,0.0
2022-09-01,FWONA,0.0
2022-09-01,OGN,0.0
2022-09-01,T,0.0
2022-09-01,ORCL,0.0
2022-09-01,PFE,0.0
